id,customerID,client_name,client_eic,gas_node,gas_operator,serNUM,mfDEV,typeDEV,chNUM,address,scenario,note
98,3,"Потребитель 7",56XSO000000000007,00000017,GAS_1,99999,51,1,0,0,hourly,0
99,33,"ТзОВ "Радехівський цукор"",56XSO000000003301,3301,TERNOPILGAS,1647,5,9,0,0,hourly,0
100,32,"Агенція "Фронтмен"",56XSO000000003201,03211,IVANO_FRANKIVSKGAS,6928,1,5,0,0,closedDay,0
101,32,"Агенція "Фронтмен"",56XSO000000003201,03212,GAS_3,4984,1,8,0,0,hourly,0
102,3,"Потребитель 8",56XSO000000000008,00000018,GAS_2,52257,1,24,0,0,hourly,0
103,6,"ТОВ Такий собі споживач",56XZO000000003401,0000003601,KHARKIVGAS,8562,2,2,0,0,hourly,0
104,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,9169,3,1,0,0,hourly,0
105,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,9169,3,1,1,0,hourly,0
106,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,30012,3,4,0,0,hourly,0
107,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,30012,3,4,1,0,hourly,0
108,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,9151,3,2,1,0,hourly,0
109,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,9151,3,2,0,0,hourly,0
110,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,16469,2,1,0,0,hourly,0
111,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,73570,1,24,0,0,hourly,0
112,3,"Потребитель 9",56XSO000000000009,00000019,GAS_2,2388,4,1,0,0,hourly,0
113,32,"Агенція "Фронтмен"",56XSO000000003201,000000,GADIACHGAS,24539,1,16,0,0,hourly,0
114,6,"ТОВ Фронтвумен",56XSO000000003202,0000329801,ZHYTOMYRGAS,11,1,7,1,0,hourly,0
115,32,"ТОВ Фронтвумен",56XSO000000003202,0000329801,ZAKARPATGAS,12,1,7,1,0,hourly,0
116,38,"Якийсь споживач якогось користувача",56XSO000000003801,0003810201,MYKOLAIVGAS,2388,4,1,1,0,hourly,0
117,45,"ПАТ "Пирожковая 1"",56XSO000000004501,0004511901,KREMENCHUKGAS,2223,2,3,1,0,hourly,0
118,45,"ПАТ "Пирожковая 1"",56XSO000000004501,0004511902,TERNOPILGAS,1212,3,1,1,0,hourly,0
119,46,"Потребитель клиента",56XSO000000004601,0000181102,IVANO_FRANKIVSKGAS,122,1,8,1,0,hourly,0
120,6,"ТОВ Такий собі споживач",56XZO000000003401,0000348902,DNIPROGAS,2991,4,2,0,0,hourly,0
121,6,"ТОВ Такий собі споживач",56XZO000000003401,0000348903,ZAKARPATGAS,2388,4,1,0,0,hourly,0
122,6,"ТОВ Такий собі споживач",56XZO000000003401,0000348904,ZAKARPATGAS,146,4,1,0,0,hourly,0
123,6,"Проверочный потребитель 1",56XSO000000005001,0005013401,DNIPROGAS,9151,3,2,0,0,hourly,0
124,50,"Проверочный потребитель 1",56XSO000000005001,0005013402,DNIPROGAS,9151,3,2,1,0,hourly,0
125,34,"ТОВ Такий собі споживач",56XSO000000003402,0000349701,KYIVGAS,2274,1,2,0,"Харьков, пер. Электроинструментальный 123, квартира 12",hourly,0
126,50,"Проверочный потребитель 1",56XSO000000005001,0005013403,DNIPROGAS,2274,1,2,0,"Харьков, переулок Электроинструментальный 123, квартира 123-а",hourly,0
127,50,"Проверочный потребитель 1",56XSO000000005001,0005013404,DNIPROGAS,5591,1,5,0,0,hourly,0
128,6,"ТОВ Такий собі споживач",56XSO000000003202,0000329802,ZHYTOMYRGAS,16469,2,1,0,"Харьков, переулок Электроинструментальный 123, квартира 123-а",hourly,0
129,6,"ТОВ Фронтвумен",56XSO000000003202,0000329803,DNIPROGAS,6995,1,5,0,0,hourly,0
130,6,"ПрАТ Иванофранковская крохмалепатоковая фабрика	",56XSO000000003205,0003215701,DNIPROGAS,5591,1,5,0,0,hourly,0
131,50,"Проверочный потребитель 1",56XSO000000005001,0005013405,DNIPROGAS,9151,3,2,0,0,hourly,0
132,3,"Для Паши и его запросов",56XZO000000003132,003132,GAS_1,8062,3,2,0,0,hourly,0
133,3,"Для Паши и его запросов",56XZO000000003133,003133,GAS_1,8062,3,2,1,0,hourly,0
134,3,"Для Паши и его запросов",56XZO000000003133,003134,GAS_1,8201,3,2,0,0,hourly,0
135,3,"Для Паши и его запросов",56XZO000000003133,003135,GAS_1,8201,3,2,1,0,hourly,0
136,59,укргазтех,56XSO000000005901,0005916201,VINNITCAGAS,1551,5,16,0,Львов,hourly,0
137,59,укргазтех,56XSO000000005901,0005916202,DNIPROGAS,51847,5,12,0,Днепр,hourly,0
138,59,vhgcvhjvhg,56XSO000000005902,0005916301,ZAPORIZHGAS,2388,4,1,0,Пятихатки,hourly,0
139,59,qwrfwetewr,56XSO000000005903,0005916401,KYIVGAS,125,9,1,1,Венера,hourly,0
140,64,botDirect,56XSO000000006401,0006416501,DNIPROGAS,456,1,1,0,0,hourly,0
141,34,"ТОВ Такий споживач",56XZO000000003401,0000348905,DNIPROPETROVSKGAS,18023,9,1,0,"м.Кіровоград, вул.Червонозаводська буд.543, блок 3, 7-045",hourly,0
142,34,"ТОВ Такий споживач",56XZO000000003401,0000348906,GADIACHGAS,60240,1,24,0,"г.Харьков, ул.Родниковая 341-д, кв.92",hourly,0
143,68,"floutek ",56XSO000000006801,0006816801,ZHYTOMYRGAS,51550,5,16,0,0,hourly,0
144,68,"floutek ",56XSO000000006801,0006816802,ZHYTOMYRGAS,24539,1,16,0,0,hourly,0
145,68,"floutek ",56XSO000000006801,0006816803,DNIPROGAS,2388,4,1,0,0,hourly,0
146,76,Универсал,56XSO000000007601,0007617001,ZHYTOMYRGAS,7375,3,2,1,0,hourly,0
147,76,Универсал,56XSO000000007601,0007617002,ZHYTOMYRGAS,7375,3,2,0,0,hourly,0
148,68,"floutek ",56XSO000000006801,0006816804,GADIACHGAS,51931,5,12,0,0,hourly,0
149,59,qwrfwetewr,56XSO000000005903,0005916402,ZAPORIZHGAS,4,9,1,7,Марсовая,hourly,0
150,59,qwrfwetewr,56XSO000000005903,0005916403,VOLYNGAS,666,2,2,0,Сатурн,hourly,0
151,79,tandem,56XSO000000007901,0007917301,GADIACHGAS,2388,4,1,0,dfdf,hourly,0
152,80,ГАЗДЕРПРОМИНвест,56XSO000000008001,0008017401,GADIACHGAS,16469,2,1,0,0,hourly,0
153,81,Саша_it,56XSO000000008101,0008117501,KIROVOGRADGAS,8201,3,2,0,"Тракторостроителей 321, 15\65",hourly,0
154,81,Саша_it,56XSO000000008101,0008117502,ZHYTOMYRGAS,2388,4,1,0,0,hourly,0
155,81,Саша_it,56XSO000000008101,0008117503,KREMENCHUKGAS,18023,9,1,0,0,hourly,0
156,81,Саша_it,56XSO000000008101,0008117504,KREMENCHUKGAS,6928,1,5,0,"Мира 18, кв.99",hourly,0
157,81,Саша_it,56XSO000000008101,0008117505,KREMENCHUKGAS,60240,1,24,0,0,hourly,0
158,81,Саша_it,56XSO000000008101,0008117506,KREMENCHUKGAS,2761,5,12,0,0,hourly,0
159,6,Саша_it,56XSO000000008101,0008117507,GADIACHGAS,16469,2,1,0,,hourly,0
160,81,Саша_it,56XSO000000008101,0008117508,KREMENCHUKGAS,8201,3,2,1,"Тракторостроителей 321, 15\65",hourly,0
161,82," Хмельницький національний університет",56XSO000000031508,0008217601,KHMELNYTSCGAS,2690,3,2,0,0,hourly,0
162,82," Хмельницький національний університет",56XSO000000031508,0008217602,KHMELNYTSCGAS,2690,3,2,1,0,hourly,0
163,81,Саша_it,56XSO000000008101,0008117509,KREMENCHUKGAS,587,1,11,0,0,hourly,0
164,81,Саша_it,56XSO000000008101,0008117510,KREMENCHUKGAS,2274,1,2,0,0,hourly,0
165,83,Sasa,56XSO000000008301,0008317701,KREMENCHUKGAS,2274,1,2,0,Харьков,closedDay,0
166,83,Sasa,56XSO000000008301,0008317702,KREMENCHUKGAS,587,1,11,0,0,hourly,0
167,85,Test456,123456778,0008517901,VOLYNGAS,1,1,1,1,,hourly,0
168,84,TEST,123456,0008417801,DNIPROPETROVSKGAS,6928,1,5,0,0,closedDay,0
169,84,TEST,123456,0008417802,DNIPROPETROVSKGAS,8201,3,2,0,0,closedDay,0
170,6,TEST,123456,0008417803,DNIPROPETROVSKGAS,6928,3,2,1,вул,closedDay,0
171,84,TEST,123456,0008417804,DNIPROPETROVSKGAS,8562,2,1,0,0,closedDay,0
172,84,TEST,123456,0008417805,DNIPROPETROVSKGAS,5591,1,5,0,0,closedDay,0
173,84,TEST,123456,0008417806,DNIPROPETROVSKGAS,2388,4,1,0,0,closedDay,0
174,84,TEST,123456,0008417807,DNIPROPETROVSKGAS,2223,2,3,0,0,closedDay,0
175,84,TEST,123456,0008417808,DNIPROPETROVSKGAS,16469,2,1,0,0,hourly,0
176,76,"Тестик доп. пакет",56XSO000000007602,0007618001,VINNITCAGAS,2133,3,2,0,0,hourly,0
177,76,"Тестик доп. пакет",56XSO000000007602,0007618002,VINNITCAGAS,2133,3,2,1,0,hourly,0
178,6,testuserDirect,56XSO000000009101,0009118301,LVIVGAS,8175,1,5,0,0,hourly,0
179,91,testuserDirect,56XSO000000009101,0009118302,DNIPROPETROVSKGAS,6995,1,5,0,0,hourly,0
180,76,Универсал,56XSO000000007601,0007617003,GADIACHGAS,10745,3,1,0,0,hourly,0
181,59,univeraslM,56XSO000000005904,0005918501,ZAKARPATGAS,30452,3,3,0,0,hourly,0
182,59,universalMT,56XSO000000005905,0005918601,DNIPROPETROVSKGAS,30012,3,4,0,0,hourly,0
183,81,Саша_it,56XSO000000008101,0008117511,ZHYTOMYRGAS,1119,1,3,0,0,hourly,0
184,81,Саша_it,56XSO000000008101,0008117512,ZAPORIZHGAS,1228,4,1,0,0,hourly,0
185,81,Саша_it,56XSO000000008101,0008117513,ZHYTOMYRGAS,20022,1,17,0,0,hourly,0
186,81,Саша_it,56XSO000000008101,0008117514,VOLYNGAS,9151,3,2,0,0,hourly,0
187,81,Саша_it,56XSO000000008101,0008117515,POLTAVGAS,8562,2,1,0,0,hourly,0
188,81,Саша_it,56XSO000000008101,0008117516,ZAKARPATGAS,8062,3,2,0,0,hourly,0
189,81,Саша_it,56XSO000000008101,0008117517,VOLYNGAS,7855,1,5,0,0,hourly,0
190,81,Саша_it,56XSO000000008101,0008117518,DNIPROGAS,10745,3,2,0,0,hourly,0
191,81,Саша_it,56XSO000000008101,0008117519,CHERKASYGAS,11845,1,25,0,0,hourly,0
192,81,Саша_it,56XSO000000008101,0008117520,CHERKASYGAS,2133,3,2,0,0,hourly,0
220,100,РГК1,56XSO000000010001,0010022101,VINNITCAGAS,103943,11,1,0,,hourly,1
903,102,TestNull,56XSO000000010201,0010292501,ZHYTOMYRGAS,128733,11,1,0,,hourly,0
904,102,TestNull,56XSO000000010201,0010292502,GADIACHGAS,30000,1,25,0,,hourly,0
905,102,TestNull,56XSO000000010201,0010292503,ZHYTOMYRGAS,8201,3,2,0,,hourly,0
906,102,TestNull,56XSO000000010201,0010292504,GADIACHGAS,50376,5,16,0,,hourly,0
907,102,TestNull,56XSO000000010201,0010292505,VINNITCAGAS,6666,1,1,0,,hourly,0
908,102,TestNull,56XSO000000010201,0010292506,ZAPORIZHGAS,10840,3,1,0,,hourly,0
909,307,Предприятие,56XSO000000030701,0030792601,DNIPROGAS,30012,3,4,0,,hourly,0
910,307,Предприятие,56XSO000000030701,0030792602,ZAKARPATGAS,30352,3,3,0,,hourly,0
2240,6,Test_Add,56XSO000000097621,0097293501,VOLYNGAS,588,1,4,0,,hourly,0
2890,97,"ПIДМ.АГРОМIКС ..................",97XS43217210,0097359201,DNIPROGAS,43217,2,1,0,................................,hourly,0
2891,97,"ДП Укргазтех",97XS574675120,0097359301,DNIPROGAS,57467,5,12,0,"ЖУРНАЛIСТIВ 15",hourly,0
2892,97,16469...........................,0,0097359401,DNIPROGAS,16469,2,1,0,................................,hourly,0
2893,97,"ПАО "БПТС"",0,0097359501,DNIPROGAS,6226,1,5,0,"КОТЕЛЬНАЯ N8",hourly,0
2894,97,"ТОВ-МЕТАЛО ГАЛЬВА УКРАЇНА",0,0097359601,DNIPROGAS,7940,1,5,0,"С. КОРЖI ВУЛ.  ГОСПОДАРСЬКА   2",hourly,0
2895,97,"ЗАО ПАВЛОГРАДХЛЕБ",97XS11281110,0097359701,DNIPROGAS,1128,1,11,0,"ШУТЯ 5А                        _",hourly,0
2896,97,"РОГАНСЬКА КФ                   _",97XS8072150,0097359801,DNIPROGAS,8072,1,5,0,----,hourly,0
2897,97,00941-2.........................,97XS941231,0097359901,DNIPROGAS,941,2,3,1,................................,hourly,0
2898,97,00941-1.........................,97XS941230,0097360001,DNIPROGAS,941,2,3,0,................................,hourly,0
2899,97,"Торгівельний комплекс",97XS11240,0097360101,DNIPROGAS,1,1,24,0,"П’ятихатки ул.Вокзальна д.4",hourly,0
2900,97,"БАЛАКЛЕЯ ХПП",97XS7725150,0097360201,DNIPROGAS,7725,1,5,0,"СУШКА                          _",hourly,0
2901,97,Донецк,97XS18131911,0097360301,DNIPROGAS,18131,9,1,1,Донецк,hourly,0
2902,97,111,97XS1287331110,0097360401,DNIPROGAS,128733,11,1,0,222,hourly,0
2903,97,Харьков,97XS18131910,0097360501,DNIPROGAS,18131,9,1,0,Харьков________________________,hourly,0
2904,97,"ЧАО ЗОФ",97XS6200150,0097360601,DNIPROGAS,6200,1,5,0,"ДРАГОМИРОВКАЯ 10",hourly,0
2905,97,""ПБП ВИМАЛ"" ГОЛОВНИЙ ПIДРОЗДIЛ"",97XS5501110,0097360701,DNIPROGAS,550,1,11,0,ВОГ,hourly,0
2906,97,СШ#13,97XS7444150,0097360801,DNIPROGAS,7444,1,5,0,"УЛ.ЧЕРНОБЫЛЯ 65",hourly,0
2907,97,13,97XS686961240,0097360901,DNIPROGAS,68696,1,24,0,"345 ул.235 д.45",hourly,0
2908,97,"ООО "Краматорский феросплавный",97XS13098910,0097361001,DNIPROGAS,13098,9,1,0,Краматорск,hourly,0
2909,97,"КП ТЕПЛОЗАБЕЗПЕЧЕННЯ           _",97XS208731150,0097361101,DNIPROGAS,20873,1,15,0,"КОРОСТЕНЬ В.Б.ШОСЕ 6           _",hourly,0
