id,customerID,mod_time,client_name,client_eic,gas_node,gas_operator,serNUM,mfDEV,typeDEV,chNUM,address,scenario,consumer_client_id
233,96,"2023-08-03 15:35:57",ПАТ-ГАЛИЧФАРМ,96XSO00498418,0096172401,DNIPROGAS,4984,1,8,0,----,hourly,NULL
234,96,"2023-08-03 15:36:01","Булах В.Г.",96XSO00162361111,0096172501,DNIPROGAS,162361,11,1,0,"Дніпро. С.Бандери, б.20, кв.7",hourly,NULL
235,96,"2023-08-03 15:36:06","ЧАО ЗОФ",96XSO00507415,0096172601,DNIPROGAS,5074,1,5,0,"ДРАГОМИРОВСКАЯ,10",hourly,NULL
236,96,"2023-08-03 15:36:09",111,96XSO00137887111,0096172701,DNIPROGAS,137887,11,1,0,222,hourly,NULL
237,96,"2023-08-03 15:36:12","АТ "ОТКЕ"",96XSO0074493124,0096172801,DNIPROGAS,74493,1,24,0,"м. Чернігів ул.Молодшого д.35а",hourly,NULL
238,96,"2023-08-03 15:36:15",O,96XSO001172,0096172901,DNIPROGAS,1,1,72,0,A,hourly,NULL
239,96,"2023-08-03 15:36:19","Бережанська ГНКС",96XSO00525615,0096173001,DNIPROGAS,5256,1,5,0,ГРП-1,hourly,NULL
240,96,"2023-08-03 15:36:25","ТОВ КВIТЕНЬ                    _",96XSO00651915,0096173101,DNIPROGAS,6519,1,5,0,"УЛ.ВОЙЦЕХОВИЧА 67              _",hourly,NULL
241,96,"2023-08-03 15:36:31","ЗБОРIВ ЦРЛ ПIДМI................",96XSO002951921,0096173201,DNIPROGAS,29519,2,1,0,................................,hourly,NULL
242,96,"2023-08-03 15:36:37","ПАО "БЕРДЯНСКОЕ ПТС"",96XSO00633215,0096173301,DNIPROGAS,6332,1,5,0,"КОТЕЛЬНАЯ N6                   _",hourly,NULL
243,96,"2023-08-03 15:36:43","     НИКОПОЛЬ    ЗОШ 16        _",96XSO00703015,0096173401,DNIPROGAS,7030,1,5,0,"УЛ. ДОВГОЛЕВСКАЯ 279",hourly,NULL
244,96,"2023-08-03 15:36:47","ТОВ-МЕТАЛО ГАЛЬВА УКРАЇНА",96XSO00772415,0096173501,DNIPROGAS,7724,1,5,0,"С. КОРЖI ВУЛ.   ГОСПОДАРСЬКА  2",hourly,NULL
245,96,"2023-08-03 15:36:50","ТОВ "ЕПIЦЕНТР К"",96XSO00855516,0096173601,DNIPROGAS,8555,1,6,0,ЕПIЦЕНТР,hourly,NULL
246,96,"2023-08-03 15:36:53","ОРГАНIК МIЛК",96XSO001490111,0096173701,DNIPROGAS,1490,1,11,0,"ЗВЯГЕЛЬСЬКА 139",hourly,NULL
247,96,"2023-08-03 15:36:57","ДЧБЛ-3 ГЕТЕНЯ                  _",96XSO00227412,0096173801,DNIPROGAS,2274,1,2,0,ГРС-ГЕТЕНЯ,hourly,NULL
248,96,"2023-08-03 15:37:01","ФОП Строков А. І. Офіс",96XSO0056414124,0096173901,DNIPROGAS,56414,1,24,0,"Покровськ ул.Маршала Москаленко",hourly,NULL
249,96,"2023-08-03 15:37:04","Луцюк А.С.",96XSO00161406111,0096174001,DNIPROGAS,161406,11,1,0,"Дніпро. Г. Мазуренко, 95, кв.2",hourly,NULL
250,96,"2023-08-03 15:37:07","ГОРОДНЯНСЬКИЙ КОМБIКОРМОВИЙ ЗАВ_",96XSO0020022117,0096174101,DNIPROGAS,20022,1,17,0,,hourly,NULL
251,96,"2023-08-03 15:37:10","ПАО"БПТС"                      _",96XSO00243112,0096174201,DNIPROGAS,243,1,12,0,"КОТЕЛЬНАЯ #14                  _",hourly,NULL
252,96,"2023-08-03 15:37:14",ПАТ-СБК,96XSO00559115,0096174301,DNIPROGAS,5591,1,5,0,----,hourly,NULL
253,96,"2023-08-03 15:37:19","ОСМД ДАРНИЦКАЯ",96XSO00523715,0096174401,DNIPROGAS,5237,1,5,0,----,hourly,NULL
254,96,"2023-08-03 15:37:25","Торгівельний комплекс",96XSO0066637124,0096174501,DNIPROGAS,66637,1,24,0,"П’ятихатки ул.Вокзальна д.4",hourly,NULL
255,96,"2023-08-03 15:37:31","КП "АНДРЕЕВСКАЯ ТЕПЛОСЕТЬ"",96XSO00692715,0096174601,DNIPROGAS,6927,1,5,0,"КОТЕЛЬНАЯ                      _",hourly,NULL
256,96,"2023-08-03 15:37:34",КП-ХТС,96XSO0015512,0096174701,DNIPROGAS,155,1,2,0,"СЕВЕРНАЯ 1",hourly,NULL
257,96,"2023-08-03 15:37:42","КП "НОВОТРОИЦКИЙ СЕЛЬКОММУНХОЗ"_",96XSO00679015,0096174801,DNIPROGAS,6790,1,5,0,"КОТЕЛЬНАЯ                      _",hourly,NULL
258,96,"2023-08-03 15:37:45","Адмінбудівля ЦМК",96XSO0063554124,0096174901,DNIPROGAS,63554,1,24,0,"Павлоград ул.Терёшкина д.9 кор2",hourly,NULL
259,96,"2023-08-03 15:37:48","ГАГАРИНСКИЙ 2010",96XSO00730315,0096175001,DNIPROGAS,7303,1,5,0,,hourly,NULL
260,96,"2023-08-03 15:37:52","ПТМ"КОВЕЛЬТЕПЛО"ВУЛ.ВАТУТIНА 48",96XSO00351814,0096175101,DNIPROGAS,3518,1,4,0,1---,hourly,NULL
261,96,"2023-08-03 15:37:55","Орехова С.Є.",96XSO00145257111,0096175201,DNIPROGAS,145257,11,1,0,"Дніпро. Ковельська, 82",hourly,NULL
262,96,"2023-08-03 15:37:58","ПРАТ"АВТОКРАЗ"",96XSO00814815,0096175301,DNIPROGAS,8148,1,5,0,КРЕМЕНЧУГ,hourly,NULL
263,96,"2023-08-03 15:38:02","ТЗОВ ГАЛКА ЛТД",96XSO00788215,0096175401,DNIPROGAS,7882,1,5,0,"ЛЬВIВ ВУЛ. ЗАПОВIТНА 1",hourly,NULL
264,96,"2023-08-03 15:38:06",ПАТ-ЕЛЕКТРОТЕРМОМЕТРIЯ,96XSO00693215,0096175501,DNIPROGAS,6932,1,5,0,----,hourly,NULL
265,96,"2023-08-03 15:38:12","ОСМД БЕСТУЖЕВСКИЕ САДЫ         _",96XSO001110111,0096175601,DNIPROGAS,1110,1,11,0,----,hourly,NULL
266,96,"2023-08-03 15:38:17",""ОООМСЗ""",96XSO00785515,0096175701,DNIPROGAS,7855,1,5,0,"ЛИНИЯ-1                        _",hourly,NULL
267,96,"2023-08-03 15:38:21","ЗОШ І-ІІІ ст. №1 м. Кременець лі",96XSO0071151124,0096175801,DNIPROGAS,71151,1,24,0,"Кременець ул.Ліцейна д.1",hourly,NULL
268,96,"2023-08-03 15:38:24","ЧЕРВОНОПОЛЬСКИЙ КОММУНОЗ",96XSO00161314,0096175901,DNIPROGAS,1613,1,4,0,"ЧЕРВОНОПОЛЬСКАЯ КОТЕЛЬНАЯ",hourly,NULL
269,96,"2023-08-03 15:38:31","ТОВ"АМТТ"",96XSO00705615,0096176001,DNIPROGAS,7056,1,5,0,"С.КРЮКIBЩИHА,ВУЛ.БАЛУКОВА 1    _",hourly,NULL
270,96,"2023-08-03 15:38:34","ТОВ"ОНУР КОНСТРУКЦИОН" М.ВИШНЕВ_",96XSO00623815,0096176101,DNIPROGAS,6238,1,5,0," ГРС 1А",hourly,NULL
271,96,"2023-08-03 15:38:39","ПАТ"КИIВСЬКИЙ КПК"",96XSO00576115,0096176201,DNIPROGAS,5761,1,5,0,DN250,hourly,NULL
272,96,"2023-08-03 15:38:45",ЗАПОРОЖСТЕКЛОФЛЮС,96XSO00837515,0096176301,DNIPROGAS,8375,1,5,0,----,hourly,NULL
273,96,"2023-08-03 15:38:50","БЕРЕЗНIВСЬКЕ ПТАХОПIДПРИЕМСТВО К",96XSO00276612,0096176401,DNIPROGAS,2766,1,2,0,----,hourly,NULL
274,96,"2023-08-03 15:38:53","ТОВ"МАЛОДIВИЦЬКЕ ХПП"          _",96XSO00571415,0096176501,DNIPROGAS,5714,1,5,0,"СУШАРКИ BUHLER, 2ОД.",hourly,NULL
275,96,"2023-08-03 15:38:59","ТЗОВ"ЯРИЧIВ"ДЖМС................",96XSO002904821,0096176601,DNIPROGAS,29048,2,1,0,................................,hourly,NULL
276,96,"2023-08-03 15:39:02",09183...........................,96XSO00918322,0096176701,DNIPROGAS,9183,2,2,0,................................,hourly,NULL
277,96,"2023-08-03 15:39:05","ПАО"БПТС"                      _",96XSO00244112,0096176801,DNIPROGAS,244,1,12,0,"КОТЕЛЬНАЯ #16                  _",hourly,NULL
278,96,"2023-08-03 15:39:08","--""--",96XSO0075022171,0096176901,DNIPROGAS,75022,1,71,0,"--""--",hourly,NULL
279,96,"2023-08-03 15:39:11","СТОВ БАТЬКIВЩИНА               _",96XSO00276112,0096177001,DNIPROGAS,2761,1,2,0,"ВОГ СУШАРКИ",hourly,NULL
280,96,"2023-08-03 15:39:14","ВIННИЦЬКИЙ КОЛЕДЖ НУХТ",96XSO0021527115,0096177101,DNIPROGAS,21527,1,15,0,"ПРИВОКЗАЛЪНА 38",hourly,NULL
281,96,"2023-08-03 15:39:18",1,96XSO0084282172,0096177201,DNIPROGAS,84282,1,72,0,2,hourly,NULL
282,96,"2023-08-03 15:39:21","Торгівельний комплекс",96XSO0020035123,0096177301,DNIPROGAS,20035,1,23,0,"П’ятихатки ул.Вокзальна д.4",hourly,NULL
283,96,"2023-08-03 15:39:24",Новиков,96XSO0020008124,0096177401,DNIPROGAS,20008,1,24,0,22222222222222222,hourly,NULL
284,96,"2023-08-03 15:39:27",""ПАО БЕРДЯНСКОЕ ПТС"""""",96XSO00647115,0096177501,DNIPROGAS,6471,1,5,0,"КОТЕЛЬНАЯ N3",hourly,NULL
285,96,"2023-08-03 15:39:31",1,96XSO002172,0096177601,DNIPROGAS,2,1,72,0,2,hourly,NULL
286,96,"2023-08-03 15:39:34",Amazon,96XSO0028150124,0096177701,DNIPROGAS,28150,1,24,0,"new tech",hourly,NULL
287,96,"2023-08-03 15:39:38","ОСМД "ЦЕЛИНОГРАДСКАЯ"          _",96XSO00871111,0096177801,DNIPROGAS,871,1,11,0,----,hourly,NULL
288,96,"2023-08-03 15:39:44","--""--",96XSO0079068171,0096177901,DNIPROGAS,79068,1,71,0,"--""--",hourly,NULL
289,96,"2023-08-03 15:39:47",ЦЕНТР.БЕРЕЖ.Л-НЯ................,96XSO00222323,0096178001,DNIPROGAS,2223,2,3,0,................................,hourly,NULL
290,96,"2023-08-03 15:39:50",БЗ2,96XSO00145822111,0096178101,DNIPROGAS,145822,11,1,0,222,hourly,NULL
291,96,"2023-08-03 15:39:54","БАРСКИЙ ГПК",96XSO00260112,0096178201,DNIPROGAS,260,1,12,0,"ОБЩЕЖИТИЕ N2",hourly,NULL
292,96,"2023-08-03 15:39:57","ПОЛИКЛИНИКА АВТОКРАЗ           _",96XSO00598415,0096178301,DNIPROGAS,5984,1,5,0,----,hourly,NULL
293,96,"2023-08-03 15:40:00","ФОП Карабак Л.Х.",96XSO0052257124,0096178401,DNIPROGAS,52257,1,24,0,"м.Дніпро ул.Г.Корольової д.7а",hourly,NULL
294,96,"2023-08-03 15:40:03","БАЛАКЛЕЯ ХПП                   _",96XSO00772615,0096178501,DNIPROGAS,7726,1,5,0,"ОТОПЛЕНИЕ                      _",hourly,NULL
295,96,"2023-08-03 15:40:07",КРИГЕР,96XSO00232712,0096178601,DNIPROGAS,2327,1,2,0,----,hourly,NULL
296,96,"2023-08-03 15:40:10",""ПАТ КИIВСЬКИЙ КПК""",96XSO00620515,0096178701,DNIPROGAS,6205,1,5,0,DN150,hourly,NULL
297,96,"2023-08-03 15:40:13",СБУ,96XSO00496318,0096178801,DNIPROGAS,4963,1,8,0,"УЛ.ГАЛИНЫ РОМАНОВОЙ 1",hourly,NULL
298,96,"2023-08-03 15:40:16","ООО-САЛТОВСКИЙ МЯСОКОМБИНАТ",96XSO00111913,0096178901,DNIPROGAS,1119,1,3,0,"УЛ.КРАСНОДАРСКАЯ 171Б",hourly,NULL
299,96,"2023-08-03 15:40:19","ОСББ "КАСКАД-2"                _",96XSO00288012,0096179001,DNIPROGAS,2880,1,2,0,"УЛ.ХЕРСОНСКАЯ,9Б               _",hourly,NULL
300,96,"2023-08-03 15:40:22","МАРIЯ                          _",96XSO00767315,0096179101,DNIPROGAS,7673,1,5,0,----,hourly,NULL
301,96,"2023-08-03 15:40:26","ПАТ "Укртелеком" ЦЕЗ №5",96XSO0062086124,0096179201,DNIPROGAS,62086,1,24,0,"Кременець ул.Шевченка д.60",hourly,NULL
302,96,"2023-08-03 15:40:30","ПРАО ТЕРМОЛАЙФ",96XSO00766815,0096179301,DNIPROGAS,7668,1,5,0,"КАРАЧЕВСКОЕ ШОССЕ 44           _",hourly,NULL
303,96,"2023-08-03 15:40:35","ПАТ-ТЕРЕМНО ХЛIБ               _",96XSO00762515,0096179401,DNIPROGAS,7625,1,5,0,ГРП-,hourly,NULL
304,96,"2023-08-03 15:40:38","Білозірська ЗОШ І-ІІІ ст.",96XSO0073570124,0096179501,DNIPROGAS,73570,1,24,0,"Білозірка ул. д.",hourly,NULL
305,96,"2023-08-03 15:40:43",RTX,96XSO0077001171,0096179601,DNIPROGAS,77001,1,71,0,"Mosk. ave., 199",hourly,NULL
306,96,"2023-08-03 15:40:46",а_ПРОБА,96XSO001111118,0096179701,DNIPROGAS,11111,1,8,0,a_PROBA,hourly,NULL
307,96,"2023-08-03 15:40:52","ПБП ВИМАЛ",96XSO00140212,0096179801,DNIPROGAS,1402,1,2,0,КОТЕЛЬНЯ,hourly,NULL
308,96,"2023-08-03 15:40:55","--""--",96XSO0055462172,0096179901,DNIPROGAS,55462,1,72,0,"--""--",hourly,NULL
309,96,"2023-08-03 15:40:58",СТАРПЛАСТ,96XSO00587111,0096180001,DNIPROGAS,587,1,11,0,,hourly,NULL
310,96,"2023-08-03 15:41:01","ПАТ-ТЕРЕМНО ХЛТБ               _",96XSO00762315,0096180101,DNIPROGAS,7623,1,5,0,"КОТЕЛЬНЯ                       _",hourly,NULL
311,96,"2023-08-03 15:41:04",----,96XSO00195112,0096180201,DNIPROGAS,195,1,12,0,,hourly,NULL
312,96,"2023-08-03 15:41:07",ХПП-БЕРЕГОВО,96XSO001419111,0096180301,DNIPROGAS,1419,1,11,0,----,hourly,NULL
313,96,"2023-08-03 15:41:10","БФ Патриот",96XSO001804791,0096180401,DNIPROGAS,18047,9,1,0,"с.Урзуф ул.Горького 40",hourly,NULL
314,96,"2023-08-03 15:41:13",TEST,96XSO00118,0096180501,DNIPROGAS,1,1,8,0,,hourly,NULL
315,96,"2023-08-03 15:41:16",TEST,96XSO001923321,0096180601,DNIPROGAS,19233,2,1,0," ",hourly,NULL
316,96,"2023-08-03 15:41:19",TEST,96XSO001169111,0096180701,DNIPROGAS,1169,1,11,0," ",hourly,NULL
317,96,"2023-08-03 15:41:25",TEST,96XSO00269032,0096180801,DNIPROGAS,2690,3,2,1," ",hourly,NULL
318,96,"2023-08-03 15:41:28",TEST,96XSO0057467512,0096180901,DNIPROGAS,57467,5,12,0," ",hourly,NULL
319,96,"2023-08-03 15:41:31",TEST,96XSO0051550512,0096181001,DNIPROGAS,51550,5,12,0," ",hourly,NULL
320,96,"2023-08-03 15:41:34",TEST,96XSO00750315,0096181101,DNIPROGAS,7503,1,5,0," ",hourly,NULL
321,96,"2023-08-03 15:41:37",TEST,96XSO00488510,0096181201,DNIPROGAS,488,51,0,0," ",hourly,NULL
322,96,"2023-08-03 15:41:43",TEST,96XSO00828832,0096181301,DNIPROGAS,8288,3,2,1," ",hourly,NULL
323,96,"2023-08-03 15:41:46",TEST,96XSO00280112,0096181401,DNIPROGAS,2801,1,2,0," ",hourly,NULL
324,96,"2023-08-03 15:41:49",TEST,96XSO00768232,0096181501,DNIPROGAS,7682,3,2,0," ",hourly,NULL
325,96,"2023-08-03 15:41:52",TEST,96XSO00313341,0096181601,DNIPROGAS,3133,4,1,0," ",hourly,NULL
326,96,"2023-08-03 15:41:58",TEST,96XSO00273612,0096181701,DNIPROGAS,2736,1,2,0," ",hourly,NULL
327,96,"2023-08-03 15:42:03",TEST,96XSO00725832,0096181801,DNIPROGAS,7258,3,2,0," ",hourly,NULL
328,96,"2023-08-03 15:42:06",TEST,96XSO00164759,0096181901,DNIPROGAS,1647,5,9,0," ",hourly,NULL
329,96,"2023-08-03 15:42:09",TEST,96XSO00440715,0096182001,DNIPROGAS,4407,1,5,0," ",hourly,NULL
330,96,"2023-08-03 15:42:12",TEST,96XSO00722915,0096182101,DNIPROGAS,7229,1,5,0," ",hourly,NULL
331,96,"2023-08-03 15:42:15",TEST,96XSO00201741,0096182201,DNIPROGAS,2017,4,1,0,,hourly,NULL
332,96,"2023-08-03 15:42:18",TEST,96XSO003172,0096182301,DNIPROGAS,3,1,72,0," ",hourly,NULL
333,96,"2023-08-03 15:42:21",TEST,96XSO00491510,0096182401,DNIPROGAS,491,51,0,0," ",hourly,NULL
334,96,"2023-08-03 15:42:24",TEST,96XSO00539111,0096182501,DNIPROGAS,539,1,11,0," ",hourly,NULL
335,96,"2023-08-03 15:42:27",TEST,96XSO00726915,0096182601,DNIPROGAS,7269,1,5,0," ",hourly,NULL
336,96,"2023-08-03 15:42:30",TEST,96XSO001552516,0096182701,DNIPROGAS,1552,5,16,0,Test1,hourly,NULL
337,96,"2023-08-03 15:42:33",TEST,96XSO0043086124,0096182801,DNIPROGAS,43086,1,24,0,,hourly,NULL
338,96,"2023-08-03 15:42:36",TEST,96XSO0021250115,0096182901,DNIPROGAS,21250,1,15,0,,hourly,NULL
339,96,"2023-08-03 15:42:42",TEST,96XSO00615632,0096183001,DNIPROGAS,6156,3,2,0," ",hourly,NULL
340,96,"2023-08-03 15:42:46",TEST,96XSO00729832,0096183101,DNIPROGAS,7298,3,2,0," ",hourly,NULL
341,96,"2023-08-03 15:42:49",TEST,96XSO00127212,0096183201,DNIPROGAS,1272,1,2,0," ",hourly,NULL
342,96,"2023-08-03 15:42:52",TEST,96XSO00640815,0096183301,DNIPROGAS,6408,1,5,0," ",hourly,NULL
343,96,"2023-08-03 15:42:55",TEST,96XSO00497218,0096183401,DNIPROGAS,4972,1,8,0," ",hourly,NULL
344,96,"2023-08-03 15:42:59",TEST,96XSO001025111,0096183501,DNIPROGAS,1025,1,11,0," ",hourly,NULL
345,96,"2023-08-03 15:43:02",TEST,96XSO00563111,0096183601,DNIPROGAS,5631,1,1,0,,hourly,NULL
346,96,"2023-08-03 15:43:05",TEST,96XSO00690215,0096183701,DNIPROGAS,6902,1,5,0," ",hourly,NULL
347,96,"2023-08-03 15:43:08",TEST,96XSO00777832,0096183801,DNIPROGAS,7778,3,2,0," ",hourly,NULL
348,96,"2023-08-03 15:43:11",TEST,96XSO00488511,0096183901,DNIPROGAS,488,51,1,0,"ВK-011 No---",hourly,NULL
349,96,"2023-08-03 15:43:14",TEST,96XSO00821915,0096184001,DNIPROGAS,8219,1,5,0," ",hourly,NULL
350,96,"2023-08-03 15:43:17",TEST,96XSO00363112,0096184101,DNIPROGAS,363,1,12,0," ",hourly,NULL
351,96,"2023-08-03 15:43:20",TEST,96XSO00724822,0096184201,DNIPROGAS,7248,2,2,0," ",hourly,NULL
352,96,"2023-08-03 15:43:24",TEST,96XSO0073364124,0096184301,DNIPROGAS,73364,1,24,0,,hourly,NULL
353,96,"2023-08-03 15:43:30",TEST,96XSO00133271,0096184401,DNIPROGAS,1332,7,1,0," ",hourly,NULL
354,96,"2023-08-03 15:43:33",TEST,96XSO00786091,0096184501,DNIPROGAS,7860,9,1,0," ",hourly,NULL
355,96,"2023-08-03 15:43:36",TEST,96XSO0068400124,0096184601,DNIPROGAS,68400,1,24,0,,hourly,NULL
356,96,"2023-08-03 15:43:39",TEST,96XSO00868522,0096184701,DNIPROGAS,8685,2,2,0," ",hourly,NULL
357,96,"2023-08-03 15:43:45",TEST,96XSO0093291101,0096184801,DNIPROGAS,9329,1,101,0," ",hourly,NULL
358,96,"2023-08-03 15:43:48",TEST,96XSO002987721,0096184901,DNIPROGAS,29877,2,1,0," ",hourly,NULL
359,96,"2023-08-03 15:43:51",TEST,96XSO0050377516,0096185001,DNIPROGAS,50377,5,16,0,"Скрипаї ЗОШ",hourly,NULL
360,96,"2023-08-03 15:43:54",TEST,96XSO00272032,0096185101,DNIPROGAS,2720,3,2,0," ",hourly,NULL
361,96,"2023-08-03 15:43:57",TEST,96XSO00171132,0096185201,DNIPROGAS,1711,3,2,0," ",hourly,NULL
362,96,"2023-08-03 15:44:00",TEST,96XSO0011111124,0096185301,DNIPROGAS,11111,1,24,0,,hourly,NULL
363,96,"2023-08-03 15:44:03",TEST,96XSO001073111,0096185401,DNIPROGAS,1073,1,11,0," ",hourly,NULL
364,96,"2023-08-03 15:44:06",TEST,96XSO00236112,0096185501,DNIPROGAS,2361,1,2,0," ",hourly,NULL
365,96,"2023-08-03 15:44:09",TEST,96XSO00715111,0096185601,DNIPROGAS,715,1,11,0," ",hourly,NULL
366,96,"2023-08-03 15:44:13",TEST,96XSO001084111,0096185701,DNIPROGAS,1084,1,11,0," ",hourly,NULL
367,96,"2023-08-03 15:44:16",TEST,96XSO00138141,0096185801,DNIPROGAS,1381,4,1,0," ",hourly,NULL
368,96,"2023-08-03 15:44:19",TEST,96XSO00491511,0096185901,DNIPROGAS,491,51,1,0,"ВK-011 No1-",hourly,NULL
369,96,"2023-08-03 15:44:22",TEST,96XSO00000,0096186001,DNIPROGAS,0,0,0,0," ",hourly,NULL
370,96,"2023-08-03 15:44:25",TEST,96XSO001812591,0096186101,DNIPROGAS,18125,9,1,0," ",hourly,NULL
371,96,"2023-08-03 15:44:28",TEST,96XSO00425111,0096186201,DNIPROGAS,425,1,11,0," ",hourly,NULL
372,96,"2023-08-03 15:44:31",TEST,96XSO003900521,0096186301,DNIPROGAS,39005,2,1,0," ",hourly,NULL
373,96,"2023-08-03 15:44:34",TEST,96XSO00185041,0096186401,DNIPROGAS,1850,4,1,0,,hourly,NULL
374,96,"2023-08-03 15:44:38",TEST,96XSO00930822,0096186501,DNIPROGAS,9308,2,2,0," ",hourly,NULL
375,96,"2023-08-03 15:44:42",TEST,96XSO00193141,0096186601,DNIPROGAS,1931,4,1,0," ",hourly,NULL
376,96,"2023-08-03 15:44:46",TEST,96XSO00393112,0096186701,DNIPROGAS,393,1,12,0," ",hourly,NULL
377,96,"2023-08-03 15:44:49",TEST,96XSO00803715,0096186801,DNIPROGAS,8037,1,5,0," ",hourly,NULL
378,96,"2023-08-03 15:44:52",TEST,96XSO00627215,0096186901,DNIPROGAS,6272,1,5,0," ",hourly,NULL
379,96,"2023-08-03 15:44:55",TEST,96XSO002852121,0096187001,DNIPROGAS,28521,2,1,0," ",hourly,NULL
380,96,"2023-08-03 15:44:58",TEST,96XSO00502015,0096187101,DNIPROGAS,5020,1,5,0," ",hourly,NULL
381,96,"2023-08-03 15:45:01",TEST,96XSO00556115,0096187201,DNIPROGAS,5561,1,5,0," ",hourly,NULL
382,96,"2023-08-03 15:45:04",TEST,96XSO00989932,0096187301,DNIPROGAS,9899,3,2,1," ",hourly,NULL
383,96,"2023-08-03 15:45:07",TEST,96XSO002717621,0096187401,DNIPROGAS,27176,2,1,0," ",hourly,NULL
384,96,"2023-08-03 15:45:10",TEST,96XSO00796632,0096187501,DNIPROGAS,7966,3,2,0," ",hourly,NULL
385,96,"2023-08-03 15:45:13",TEST,96XSO0061141,0096187601,DNIPROGAS,611,4,1,0,,hourly,NULL
386,96,"2023-08-03 15:45:16",TEST,96XSO00533815,0096187701,DNIPROGAS,5338,1,5,0," ",hourly,NULL
387,96,"2023-08-03 15:45:19",TEST,96XSO00213332,0096187801,DNIPROGAS,2133,3,2,0," ",hourly,NULL
388,96,"2023-08-03 15:45:22",TEST,96XSO00335532,0096187901,DNIPROGAS,3355,3,2,0," ",hourly,NULL
389,96,"2023-08-03 15:45:26",TEST,96XSO002717921,0096188001,DNIPROGAS,27179,2,1,0," ",hourly,NULL
390,96,"2023-08-03 15:45:29",TEST,96XSO002979621,0096188101,DNIPROGAS,29796,2,1,0," ",hourly,NULL
391,96,"2023-08-03 15:45:32",TEST,96XSO00726932,0096188201,DNIPROGAS,7269,3,2,1," ",hourly,NULL
392,96,"2023-08-03 15:45:35",TEST,96XSO00512111,0096188301,DNIPROGAS,512,1,11,0," ",hourly,NULL
393,96,"2023-08-03 15:45:38",TEST,96XSO00146914,0096188401,DNIPROGAS,1469,1,4,0," ",hourly,NULL
394,96,"2023-08-03 15:45:44",TEST,96XSO002609521,0096188501,DNIPROGAS,26095,2,1,0," ",hourly,NULL
395,96,"2023-08-03 15:45:47",TEST,96XSO00836415,0096188601,DNIPROGAS,8364,1,5,0," ",hourly,NULL
396,96,"2023-08-03 15:45:50",TEST,96XSO00251414,0096188701,DNIPROGAS,2514,1,4,0," ",hourly,NULL
397,96,"2023-08-03 15:45:53",TEST,96XSO00565215,0096188801,DNIPROGAS,5652,1,5,0," ",hourly,NULL
398,96,"2023-08-03 15:45:56",TEST,96XSO00693115,0096188901,DNIPROGAS,6931,1,5,0," ",hourly,NULL
399,96,"2023-08-03 15:45:59",TEST,96XSO0056298516,0096189001,DNIPROGAS,56298,5,16,0," ",hourly,NULL
400,96,"2023-08-03 15:46:02",TEST,96XSO001512,0096189101,DNIPROGAS,1,5,12,0,ѓ®а®¤,hourly,NULL
401,96,"2023-08-03 15:46:05",TEST,96XSO00139112,0096189201,DNIPROGAS,139,1,12,0," ",hourly,NULL
402,96,"2023-08-03 15:46:08",TEST,96XSO00485515,0096189301,DNIPROGAS,4855,1,5,0," ",hourly,NULL
403,96,"2023-08-03 15:46:11",TEST,96XSO00362412,0096189401,DNIPROGAS,3624,1,2,0," ",hourly,NULL
404,96,"2023-08-03 15:46:14",TEST,96XSO005555511,0096189501,DNIPROGAS,55555,1,1,0,,hourly,NULL
405,96,"2023-08-03 15:46:17",TEST,96XSO002719021,0096189601,DNIPROGAS,27190,2,1,0," ",hourly,NULL
406,96,"2023-08-03 15:46:20",TEST,96XSO00919822,0096189701,DNIPROGAS,9198,2,2,0," ",hourly,NULL
407,96,"2023-08-03 15:46:23",TEST,96XSO00820315,0096189801,DNIPROGAS,8203,1,5,0," ",hourly,NULL
408,96,"2023-08-03 15:46:26",TEST,96XSO00143512,0096189901,DNIPROGAS,1435,1,2,0," ",hourly,NULL
409,96,"2023-08-03 15:46:29",TEST,96XSO003045233,0096190001,DNIPROGAS,30452,3,3,0," ",hourly,NULL
410,96,"2023-08-03 15:46:32",TEST,96XSO0023060116,0096190101,DNIPROGAS,23060,1,16,0,,hourly,NULL
411,96,"2023-08-03 15:46:35",TEST,96XSO0068613124,0096190201,DNIPROGAS,68613,1,24,0,,hourly,NULL
412,96,"2023-08-03 15:46:38",TEST,96XSO00332841,0096190301,DNIPROGAS,3328,4,1,0,,hourly,NULL
413,96,"2023-08-03 15:46:43",TEST,96XSO004333021,0096190401,DNIPROGAS,43330,2,1,0," ",hourly,NULL
414,96,"2023-08-03 15:46:47",TEST,96XSO00634915,0096190501,DNIPROGAS,6349,1,5,0," ",hourly,NULL
415,96,"2023-08-03 15:46:50",TEST,96XSO000511,0096190601,DNIPROGAS,0,51,1,0," ",hourly,NULL
416,96,"2023-08-03 15:46:53",TEST,96XSO00417618,0096190701,DNIPROGAS,4176,1,8,0," ",hourly,NULL
417,96,"2023-08-03 15:46:56",TEST,96XSO00748915,0096190801,DNIPROGAS,7489,1,5,0," ",hourly,NULL
418,96,"2023-08-03 15:46:59",TEST,96XSO00464541,0096190901,DNIPROGAS,4645,4,1,0," ",hourly,NULL
419,96,"2023-08-03 15:47:02",TEST,96XSO004311021,0096191001,DNIPROGAS,43110,2,1,0," ",hourly,NULL
420,96,"2023-08-03 15:47:05",TEST,96XSO00117314,0096191101,DNIPROGAS,1173,1,4,0," ",hourly,NULL
